Filename,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Lifetime
p26,0.0,3.854814,0.0,3.6406293,3.5236924,3.9390793,3.4566917,3.3330643,3.7695804,0.91192174,0.0,0.0,0.0,4.128349,3.6076462,3.6763313,3.6039515,0.0,3.7022638,3.6012402,2.6178622,3.5235984,0.0,1.7380533,0.0,3.7724876,2.6505907,2.3534648,3.0926952,3.5090811,0.0,0.0,-2.8418598
p28,0.0,0.49955952,0.0,0.024603486,0.6900469,0.44753957,0.0,1.0660865,0.37601554,0.0,0.0,0.0,0.0,0.89089197,0.3569607,0.6067822,0.40494668,0.0,0.05499828,0.0042283535,0.6974807,1.1519955,0.0,0.0,0.0,0.83517855,0.09221524,0.16551614,0.7554654,0.81528264,0.2831211,0.0,-2.7929516
p29,1.3895679,0.5443138,1.5798686,0.025311112,0.8339963,0.46313953,0.0,1.3992898,0.41356194,0.0,0.0,0.0,0.0,0.9086804,0.16848034,0.5258155,0.48951495,0.0,0.051011443,0.0069158077,0.38869673,1.1829528,0.0,0.26449728,0.0,0.8492506,0.085560024,0.17361253,0.597113,0.8273011,0.0,0.0,-3.0788193
p32,0.0,0.5159563,0.0,0.037430644,0.67989624,0.4559536,0.0041410923,1.0140994,0.3967284,0.0,0.0,0.0,0.0,0.8999885,0.33219212,0.56086206,0.4296106,0.0,0.06693709,0.017557383,0.58262426,1.0695677,0.0,0.0,0.0,0.8452707,0.09788376,0.17451173,0.67797804,0.8249828,0.12186313,0.0,-3.7442138
p33,0.02949065,0.0,0.3931229,0.0,0.0,0.0,0.0,0.0,0.0,0.33919966,0.564137,0.50054705,0.296206,0.05065003,0.0,0.0,0.0,0.11555937,0.0,0.0,0.0,0.0,0.34396505,0.46900225,0.77284324,0.11115822,0.0,0.0,0.0,0.15810975,0.19145632,0.39466885,-2.701136
p34,0.4057181,0.0,1.0102209,0.0,0.0,0.0,0.0,0.228778,0.0,0.0,0.36291492,0.3484503,0.15026039,0.20845956,0.0,0.0,0.0,0.009813309,0.0,0.0,0.0,0.29762328,0.28162527,0.7672787,0.8282548,0.2438944,0.0,0.0,0.0,0.27756655,0.38887215,0.27372432,-2.7000978
p35,0.10316783,0.0,0.45627415,0.0,0.0,0.0,0.0,0.14084452,0.0,0.012247801,0.3731761,0.35023075,0.1421367,0.21202552,0.0,0.0,0.0,0.0015963912,0.0,0.0,0.0,0.25737286,0.26400518,0.56839037,0.54037416,0.24831337,0.0,0.0,0.0,0.2820732,0.34819412,0.26456314,-3.1364064
p36,0.81729877,0.07749057,1.1869395,0.0,0.057855964,0.0,0.0,0.87758726,0.0,0.0,0.0,0.07274097,0.0,0.49830347,0.0,0.112228215,0.017532945,0.0,0.0,0.0,0.051702768,0.7952141,0.121153235,0.5323539,1.017558,0.48801237,0.0,0.0,0.20562917,0.4976204,0.63383293,0.058011174,-4.0824943
p37,0.0,0.08172715,0.0,0.0,0.008612633,0.03179097,0.0,0.44594598,0.014377594,0.0,0.023090243,0.0434013,0.0,0.52810675,0.0,0.1051631,0.0,0.0,0.0,0.0,0.16647184,0.67268294,0.027738214,0.31156015,0.07817936,0.52403265,0.0,0.0,0.17349838,0.53306067,0.48730636,0.0,-3.298198
p38,0.0,0.30740726,0.0,0.0,0.31911802,0.2379005,0.0,0.7898608,0.1925757,0.0,0.0,0.0,0.0,0.71392554,0.19508284,0.41813153,0.2073282,0.0,0.0,0.0,0.56660056,0.94768643,0.0,0.0,0.0,0.6780427,0.0,0.0492422,0.57901657,0.67183554,0.5571258,0.0,-4.034328
p39,0.5404569,3.3466158,0.06419706,3.076209,3.0797956,3.3948865,2.9179382,2.9195385,3.2853775,1.2853775,0.0,0.0,0.0,3.6212728,2.8278868,2.926709,3.163776,0.0,3.1244965,3.043889,1.702162,2.8687282,0.0,1.3976936,0.0,3.3232398,2.2356157,2.020582,2.2771735,3.0988834,0.0,0.0,-2.624179
p40,0.08067995,3.2132187,0.08748174,2.9726882,2.8400962,3.2770834,2.814762,2.8693056,3.157888,0.964175,0.0,0.0,0.0,3.530254,2.8247423,2.9859712,2.9995751,0.0,3.0214128,2.9404411,1.9513867,3.0055318,0.0,2.2930963,0.0,3.2401671,2.1722744,1.9543803,2.4124043,3.0222697,0.0,0.0,-3.225025
p41,0.0,0.13029206,0.0,0.0,0.19718492,0.08502984,0.0,0.6675598,0.036159515,0.0,0.0,0.01434201,0.0,0.57095295,0.0050572753,0.288984,0.030756116,0.0,0.0,0.0,0.4718746,0.90462863,0.09218621,0.44706392,0.0,0.5535828,0.0,0.0,0.45023608,0.5583266,0.755877,0.0,-0.6142854
p42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45755342,0.0,0.0,0.11109865,0.15850967,0.0,0.41703433,0.0,0.09551951,0.0,0.0,0.0,0.0,0.2756267,0.73073566,0.24848819,0.6842632,0.2796762,0.42015707,0.0,0.0,0.24052775,0.4369679,0.8859358,0.10542959,-0.78929013
p43,0.0,0.13147175,0.0,0.0,0.096385956,0.07160723,0.0,0.6468695,0.04208052,0.0,0.0,0.010786951,0.0,0.56698185,0.0,0.22982723,0.036670208,0.0,0.0,0.0,0.34565032,0.8318051,0.06266737,0.23863411,0.20451713,0.5516458,0.0,0.0,0.35608396,0.556878,0.66025877,0.0,0.9562449
p44,0.0,0.13691461,0.105864406,0.0,0.10617566,0.06987119,0.0,0.6935735,0.045811415,0.0,0.0,0.008511364,0.0,0.5676927,0.0,0.21418864,0.04803312,0.0,0.0,0.0,0.29718775,0.83141375,0.051596403,0.27593422,0.28502083,0.55184466,0.0,0.0,0.32734308,0.55690545,0.6064458,0.0,-0.0685569
p45,0.0,0.12913072,0.0,0.0,0.11499524,0.0714519,0.0,0.6053238,0.039911985,0.0,0.0,0.013835371,0.0,0.5651843,0.0,0.23321456,0.033602715,0.0,0.0,0.0,0.3664354,0.8133278,0.05889535,0.16634512,0.084902525,0.550646,0.0,0.0,0.35757974,0.5561072,0.6620145,0.0,1.2479515
p46,0.0,0.0058381557,0.0,0.0,0.0,0.0,0.0,0.37157688,0.0,0.0,0.090162516,0.113980174,0.0,0.45379007,0.0,0.02401492,0.0,0.0,0.0,0.0,0.0916428,0.5920751,0.121209264,0.082969666,0.46744168,0.45680934,0.0,0.0,0.09814798,0.47147238,0.5955827,0.058408737,-0.2964458
p47,0.0,0.11391878,0.0,0.0,0.068276525,0.054908633,0.0,0.6032653,0.023153424,0.0,0.0,0.022096932,0.0,0.55471903,0.0,0.254988,0.012728453,0.0,0.0,0.0,0.4240184,0.8372868,0.106110334,0.1850748,0.31622648,0.5401877,0.0,0.0,0.40095004,0.5463021,0.79940176,0.0,0.007888513
p48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40282154,0.0,0.0,0.08825195,0.12272781,0.0,0.44531637,0.0,0.06450099,0.0,0.0,0.0,0.0,0.19086386,0.65267336,0.17851579,0.22165394,0.5597631,0.4472732,0.0,0.0,0.1721105,0.46232498,0.7538848,0.07167572,-2.7575326
p49,0.0,0.04560733,0.1394167,0.0,0.0,0.0,0.0,0.5919336,0.0,0.0,0.0076091886,0.06072253,0.0,0.4979452,0.0,0.16700953,0.0,0.0,0.0,0.0,0.23928973,0.76489866,0.1587627,0.55752754,1.2174759,0.49261707,0.0,0.0,0.27199683,0.5029805,0.8856678,0.029405773,-0.8137144
p50,0.0,0.16794097,0.023854494,0.0,0.11940479,0.091374874,0.0,0.7823779,0.07123029,0.0,0.0,0.0,0.0,0.6068029,0.0020568967,0.34753788,0.071415424,0.0,0.0,0.0,0.48049694,0.94990236,0.08140206,0.51688385,0.7290764,0.58513206,0.0,0.0,0.49574405,0.5867255,0.88782763,0.0,0.48771593
p51,0.0,0.17212498,0.0,0.0,0.010430336,0.08467555,0.0,0.631568,0.07582474,0.0,0.0,0.0,0.0,0.6010284,0.027173042,0.28920722,0.071627736,0.0,0.0,0.0,0.42077598,0.8253691,0.053352356,0.0,0.8235674,0.5807865,0.0,0.0,0.42458063,0.58335775,0.7811315,0.0,0.34179774
p52,0.0,0.29918647,0.0,0.0,0.26674926,0.21798205,0.0,0.8831647,0.1842786,0.0,0.0,0.0,0.0,0.709528,0.1397956,0.43624628,0.20627189,0.0,0.0,0.0,0.55607975,0.99540824,0.0,0.0,0.36924887,0.6733052,0.0,0.043799043,0.5938051,0.66703516,0.6787181,0.0,-0.066325925
p53,0.0,0.42039466,0.0,0.0,0.62366796,0.37500894,0.0,1.0573983,0.29456174,0.0,0.0,0.0,0.0,0.82538766,0.3180185,0.6099955,0.32127082,0.0,0.0,0.0,0.78304183,1.1938215,0.0,0.14047575,0.0,0.7744928,0.041956246,0.11830729,0.8051611,0.7592059,0.55728865,0.0,0.1267957
p54,0.0,0.17118835,0.1486826,0.0,0.24719882,0.13153243,0.0,0.71225595,0.08565581,0.0,0.0,0.0,0.0,0.61053425,0.0,0.27373296,0.07467377,0.0,0.0,0.0,0.37492087,0.90497166,0.0,0.7104726,0.0,0.59196645,0.0,0.0,0.39149213,0.59392387,0.5610068,0.0,-0.7545624
p55,0.0,0.20123649,0.0025372505,0.0,0.19653475,0.14996374,0.0,0.7309347,0.1123389,0.0,0.0,0.0,0.0,0.6359101,0.023486495,0.30014163,0.10123956,0.0,0.0,0.0,0.40471712,0.9176298,0.0,0.5447087,0.038099766,0.61414766,0.0,0.0,0.40906197,0.6141301,0.57643604,0.0,-1.3432115
p56,0.83019924,0.45429528,0.957561,0.0,0.6300752,0.39144027,0.0,1.26809,0.33057284,0.0,0.0,0.0,0.0,0.8456387,0.19287223,0.5378452,0.37055683,0.0,0.0,0.0,0.5395563,1.2138271,0.0,0.64485264,0.0,0.79374963,0.044838905,0.1307841,0.64837575,0.77663773,0.28936076,0.0,0.6378947
p57,2.4314613,0.83357286,2.3030612,0.26659846,1.2597024,0.73470414,0.23216581,2.1036897,0.64800715,0.0,0.0,0.0,0.0,1.1511271,0.4305994,0.9059236,0.7841244,0.0,0.29816294,0.24415982,0.76108944,1.6427681,0.0,0.43523073,0.0,1.0525539,0.26152867,0.32131428,1.0354652,1.010176,0.0,0.0,-2.674126
p59,4.1848164,1.0114313,4.335188,0.3965398,1.6289415,0.8914075,0.36194658,2.6377592,0.80930185,0.0,0.0,0.0,0.0,1.2891994,0.36574835,0.9617219,1.0035899,0.0,0.42550826,0.3749621,0.5527814,1.8173409,0.0,1.0175977,0.0,1.1725726,0.3472076,0.4077527,1.0166831,1.1187062,0.0,0.0,-7.5850267
p61,1.8775005,0.5731032,2.1423733,0.041473866,0.9014361,0.48571253,0.012504101,1.6295438,0.4299122,0.0,0.0,0.0,0.0,0.9348387,0.17265958,0.61554134,0.5226674,0.0,0.06766844,0.022857904,0.47637975,1.3369606,0.0,0.7157831,0.0,0.86846894,0.100032985,0.18478376,0.71792614,0.8436634,0.06358266,0.0,-4.236572
p62,0.065999806,0.59369385,0.0,0.11200786,0.7296382,0.5328233,0.07598424,1.1347649,0.46150053,0.0,0.0,0.0,0.0,0.97149235,0.46031898,0.6824441,0.49496078,0.0,0.14338839,0.090358734,0.7567422,1.2030776,0.0,0.0,0.0,0.90595704,0.15338033,0.21872199,0.8156761,0.87984616,0.17688465,0.0,-4.36251
p65,0.0,0.32181084,0.0,0.0,0.28899288,0.23830521,0.0,0.7921839,0.20868778,0.0,0.0,0.0,0.0,0.723555,0.17090958,0.39823478,0.22783136,0.0,0.0,0.0,0.4958007,0.9092358,0.0,0.0,0.098056555,0.6875767,0.0,0.056850135,0.5342597,0.6806953,0.48919034,0.0,-3.08636
p68,0.0,0.0064190626,0.0,0.0,0.06512964,0.0,0.0,0.49241433,0.0,0.0,0.08255285,0.12240517,0.0,0.46187872,0.0,0.1076628,0.0,0.0,0.0,0.0,0.2674685,0.7562455,0.15683973,0.8077793,0.0,0.46108848,0.0,0.0,0.22814448,0.47470486,0.657146,0.06154847,0.115544505
p69,0.118763864,0.7921488,0.0,0.29925752,1.2278941,0.75967145,0.2574166,1.4639871,0.6304114,0.0,0.0,0.0,0.0,1.1485553,0.71585363,0.97049105,0.69598556,0.0,0.33775163,0.274634,1.1138146,1.5022975,0.0,0.0,0.0,1.0570345,0.29135257,0.32997876,1.1740456,1.0166779,0.09353328,0.0,-1.3184807
p70,0.55813444,0.8013694,0.103897095,0.2959844,1.2556419,0.76621234,0.25524306,1.5688429,0.635959,0.0,0.0,0.0,0.0,1.1501153,0.6701886,0.95195544,0.7140908,0.0,0.333313,0.27178335,1.0442933,1.5218158,0.0,0.0,0.0,1.0576425,0.28759843,0.32974678,1.1430767,1.0169401,0.021753788,0.0,-1.7994784
p74,0.9650667,0.0,1.0568746,0.0,0.0,0.0,0.0,0.0,0.0,0.9839108,0.90424675,0.7823435,0.5087471,0.0,0.0,0.0,0.0,0.29961222,0.0,0.0,0.0,0.0,0.40644646,0.81240845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6261705,-2.6518207
p75,0.9446559,0.0,1.1959391,0.0,0.0,0.0,0.0,0.0,0.0,0.80904007,0.85460734,0.7512151,0.49110037,0.0,0.0,0.0,0.0,0.28200728,0.0,0.0,0.0,0.0,0.42840278,1.0074716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6054578,-1.9227825
p76,1.047972,0.0,1.5543128,0.0,0.0,0.0,0.0,0.069572575,0.0,0.2596842,0.6291756,0.5878737,0.34990847,0.0,0.0,0.0,0.0,0.1718067,0.0,0.0,0.0,0.12263316,0.41327322,1.6060405,0.0,0.053301692,0.0,0.0,0.0,0.103904665,0.030361414,0.4790781,1.2818971
p77,0.9090502,0.0,1.3983393,0.0,0.0,0.0,0.0,0.11574758,0.0,0.03688526,0.6288699,0.60829484,0.38690007,0.0,0.0,0.0,0.0,0.19018891,0.0,0.0,0.0,0.22066647,0.507148,1.722961,0.0,0.036075473,0.0,0.0,0.0,0.08736819,0.27300715,0.50538373,-2.3856294
p78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42665708,0.41028208,0.2266118,0.14557964,0.0,0.0,0.0,0.05409509,0.0,0.0,0.0,0.15583152,0.36679637,0.079474926,1.161473,0.18865913,0.0,0.0,0.0,0.22750643,0.58167887,0.32743442,2.787626
p79,0.0,0.0,0.07970834,0.0,0.0,0.0,0.0,0.07229893,0.0,0.0,0.4044752,0.40046543,0.24329191,0.152363,0.0,0.0,0.0,0.056217372,0.0,0.0,0.0,0.2916364,0.42874432,0.60928583,1.2527593,0.19254392,0.0,0.0,0.0,0.23043281,0.7951722,0.32577527,0.6012824
p80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057410594,0.0,0.0,0.3692366,0.389686,0.28199214,0.16099149,0.0,0.0,0.0,0.05774921,0.0,0.0,0.041291922,0.43616107,0.5503906,0.79501104,1.5814493,0.19710207,0.0,0.0,0.0,0.2338314,1.3048162,0.32254308,-0.20766129
p81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036720157,0.42985564,0.39547688,0.23284388,0.13908708,0.0,0.0,0.0,0.05390197,0.0,0.0,0.0,0.02286613,0.340258,0.0,1.9826521,0.18760473,0.0,0.0,0.0,0.2273311,0.6138644,0.31621015,0.549443
p82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05453135,0.0,0.0,0.40562987,0.3955887,0.23476195,0.1619063,0.0,0.0,0.0,0.04660088,0.0,0.0,0.0,0.3075738,0.41662645,0.703228,0.93775797,0.2018401,0.0,0.0,0.0,0.2391268,0.77863646,0.31282717,-1.6345176
p83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0752562,0.0,0.0,0.3915553,0.38553786,0.22779864,0.17358506,0.0,0.0,0.0,0.038573742,0.0,0.0,0.0,0.34860796,0.42104232,0.8366332,0.8976157,0.21172643,0.0,0.0,0.0,0.24804574,0.8299134,0.30282664,0.48455006
p84,0.0,0.0,0.13587737,0.0,0.0,0.0,0.0,0.06735702,0.0,0.0,0.40658045,0.38836002,0.21347249,0.16972518,0.0,0.0,0.0,0.037705123,0.0,0.0,0.0,0.28086466,0.37189472,0.7234998,0.83472526,0.20997524,0.0,0.0,0.0,0.24682862,0.6327915,0.30268872,-1.721804
p85,0.0,0.0,0.09455395,0.0,0.0,0.0,0.0,0.08212802,0.0,0.0,0.3893988,0.37085903,0.19203585,0.19058889,0.0,0.0,0.0,0.020914197,0.0,0.0,0.0,0.31044066,0.35078037,0.79023504,0.61981916,0.22868949,0.0,0.0,0.0,0.2639715,0.6234429,0.28218555,0.89637756
p86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039526932,0.0,0.0,0.40127915,0.4020483,0.2531975,0.15345061,0.0,0.0,0.0,0.055930674,0.0,0.0,0.0,0.3146178,0.45102382,0.6763754,1.16271,0.19353473,0.0,0.0,0.0,0.23126286,0.91305494,0.3242433,0.6490739
p87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43437457,0.4072094,0.23365736,0.1428091,0.0,0.0,0.0,0.0538342,0.0,0.0,0.0,0.13410568,0.3621652,0.19542503,1.2669163,0.18853748,0.0,0.0,0.0,0.22774673,0.6020105,0.32025313,0.9586073
p88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11492882,0.0,0.0,0.32746196,0.3439116,0.21478969,0.20792186,0.0,0.0,0.0,0.018930912,0.0,0.0,0.0,0.42963383,0.4602338,0.6020527,1.5021205,0.2393598,0.0,0.0,0.0,0.27262163,1.1186054,0.27848893,-0.16220583
p89,0.0,0.16887736,0.0,0.0,0.10133529,0.09455204,0.0,0.65712047,0.07544851,0.0,0.0,0.0,0.0,0.60680157,0.040637076,0.32896632,0.06779766,0.0,0.0,0.0,0.48249996,0.8744036,0.05540991,0.092451096,0.48084855,0.58668184,0.0,0.0,0.47279716,0.5887197,0.82808876,0.0,1.853872
p90,0.0,0.0,0.09006965,0.0,0.0,0.0,0.0,0.37151894,0.0,0.0,0.19439793,0.22564107,0.060410738,0.33582646,0.0,0.0,0.0,0.0,0.0,0.0,0.037129134,0.58308214,0.30456126,0.65445995,1.0062999,0.35067743,0.0,0.0,0.046155863,0.37383825,0.88641024,0.17204577,0.213382
p93,0.0,0.090923905,0.0,0.0,0.28374386,0.0,0.0,0.8520597,0.0,0.0,0.0,0.12301308,0.0,0.49289453,0.0,0.307428,0.019888043,0.0,0.0,0.0,0.57965344,0.90821123,0.24818957,0.0,0.0,0.47037953,0.0,0.0,0.5651661,0.47975904,0.96307397,0.111798406,0.9597934
p94,0.22116184,0.3871709,0.08156037,0.0,0.54559445,0.30583167,0.0,1.0833199,0.25437856,0.0,0.0,0.0,0.0,0.776679,0.20894271,0.5203127,0.306548,0.0,0.0,0.0,0.61656165,1.0987065,0.0,0.0,0.0,0.72921246,0.0,0.08523363,0.6938511,0.7173842,0.4981122,0.0,1.2825292
p95,0.0,0.262689,0.0,0.0,0.3786664,0.19430077,0.0,0.92812395,0.14017653,0.0,0.0,0.0,0.0,0.6794794,0.16407675,0.4782247,0.16649234,0.0,0.0,0.0,0.69064295,1.0719688,0.021062136,0.13466072,0.0,0.643797,0.0,0.020255685,0.6752919,0.63946474,0.8027158,0.0,-0.8361975
