HOMO,LUMO,Gap,Filename
1.255802423015583,0.03537483406447592,-0.8318853124567956,a1
-0.6574106319106445,0.6692082747913921,1.0563157409127828,a100
-0.6547794941140863,0.8748532862879694,1.2401458037562405,a101
-0.9603673553429709,0.1304641708567653,0.7783729595390606,a102
-0.8464766764347886,0.07747764282491722,0.6521998643666173,a103
-1.1122215938872133,0.24875301451705306,0.98960947338309,a104
-1.7869205002904711,-0.6763631235525084,0.618588179177237,a105
-0.7280754755896482,0.5781287293096212,1.0227040557234024,a106
-0.5623137944064527,0.8865962465544871,1.1871427617268329,a107
-0.6446308197559307,0.8210075172610104,1.1845572474814956,a108
-1.1110939634029737,0.357590207231119,1.0870833604322931,a109
-0.10148880318060713,0.9831176516719615,0.9572905453163774,a11
-0.19282687240400023,1.027798183417736,1.0604525637053217,a110
-1.062981729408758,1.4382289654157798,2.029503302857613,a111
-1.022762908804219,0.7098790152266484,1.3443420278433198,a112
-0.9081204762398774,0.9470295298772975,1.479564422874443,a113
-1.2039355399386866,0.5867211392607316,1.357786701919072,a114
-1.3242161249242257,0.28197699966134676,1.1654244420660023,a115
-0.21049308332375224,0.9163832677183367,0.9720279765147984,a116
1.0231346664341814,0.4506746483681491,-0.29694241509657954,a117
-0.060894105747987856,0.7453943096912383,0.714769309103771,a118
1.0054684555144304,2.024804151411588,1.136208131093695,a119
0.2879195907100752,0.6729316524368733,0.4094200767294769,a12
-0.4356433033435576,0.4830393925173318,0.7357119744910012,a120
-0.20748606869911285,0.07976895214521365,0.21473085405560394,a121
0.05750709509715249,0.2355779859253503,0.17310407470567896,a122
-1.0866619695777868,0.6846746127033909,1.3655432446550833,a123
-0.9904375015893555,0.7488312736716826,1.3572695990700046,a124
-0.8979718018817229,0.7628655432584963,1.3063349684368666,a125
-0.1556150664240995,1.1755876345768361,1.168268507735873,a126
-0.48037264588505474,0.8759989409481176,1.1212121484707407,a127
-0.9863028564804776,0.2602095611185336,0.9133368031456497,a128
-0.33152542196545076,0.3888092967201536,0.5790298112235814,a129
0.3589603112171592,0.6314016710065059,0.32306390093522236,a13
0.4912689547012518,0.30975912516993725,-0.05829945025197853,a130
-0.8772985763373324,2.150253336697801,2.5445377405287344,a131
0.12403729366727843,1.5525080177655488,1.316159922569147,a132
0.43676681462967926,1.607499441452656,1.150687010867582,a133
-0.21274834429223022,1.2176904433372775,1.2455753836714478,a134
0.8156506573341269,2.168870224925207,1.39682796702366,a135
-0.6559071245983258,1.260938906757867,1.5894487783012636,a136
-0.9062410920994786,0.8845913508992279,1.4219074552034285,a137
-0.49615947266440685,1.3196537080904551,1.5325674649038505,a138
-0.3292701609969717,1.152960955038912,1.267293703332279,a139
0.4480431194720733,0.7754677445201249,0.39183857986118525,a14
-0.2758956514096387,1.083935261764991,1.168268507735873,a140
-0.47924501540081527,1.296454201222457,1.4999899854126044,a141
-0.22364877230654515,1.1684272929509107,1.2086025299631296,a142
0.2428143713404979,0.9481751845374454,0.6889141666504014,a143
-0.30032764523482564,1.478613292185999,1.5413582133379955,a144
-2.018084749559553,1.2890074459314944,2.551777180415678,a145
-1.2325021788727524,0.9862682019873688,1.738115847408138,a146
-0.569831330968049,1.518711205291181,1.7629367841633732,a147
-0.32513551588809386,1.4193256635233364,1.5049024624787453,a148
-0.3063416744841034,1.4153158722128183,1.4883551713085887,a149
0.5758412410192089,0.7287823171190914,0.26178721332073623,a15
-1.8260116904107708,-0.05942808906277614,1.2023972957743212,a152
-2.0695798750064864,0.8957614838356717,2.23220761969203,a154
-0.3830205474123839,1.169859361276096,1.3195210910880855,a157
-0.9878063637927963,0.6265326387008767,1.2450582808223805,a158
-0.09397126661901074,0.07489991983958429,0.1322529496293551,a16
-0.40219026564445454,0.6465815952534678,0.8603337611162422,a166
0.4266181402715247,0.5197003416420699,0.17568958895101633,a168
0.6980012101451469,0.30317161087408606,-0.20644941650978604,a169
0.7355888929531278,0.4480969253828159,-0.10147753814910582,a17
0.8998470668240038,0.13819733981276489,-0.4942171520157888,a171
-0.516456821380716,0.5913037579013237,0.8890329692394817,a173
0.12103027904264009,0.38795005572504243,0.26695824181141026,a174
-0.1409558701289869,1.3969853976504494,1.3580452533436058,a177
0.9145062631191164,1.500667144393849,0.7256284689341863,a178
-0.2973206306101873,1.4004223616308937,1.468705263044027,a179
0.4254905097872852,0.5159769639965885,0.17310407470567896,a18
0.08231496575041965,-0.7379420615354667,-0.7227766113035761,a182
-1.4903536829355015,-0.24072793903120723,0.8078478219359019,a183
-1.9560650729263853,-0.5048013381953356,0.8898086235130842,a184
-2.0030496764363606,-1.2271366014186897,0.2700608589058149,a185
0.16651137524029655,0.14850823175409744,0.019524528532664506,a186
-0.496535349492486,-0.6525907893544362,-0.24755909301064385,a187
-0.6374891600224145,-0.6603239583104353,-0.15758319727291753,a188
-0.4784932617446559,-0.6608967856405096,-0.2674675526997379,a189
-0.205606684558714,0.1459305087687641,0.27316347600021945,a19
-0.9712677833572848,-0.1622505948110647,0.521631394977101,a190
-1.3482722419213335,-1.1919077206191369,-0.1485338974142381,a191
-0.8547459666525443,-1.6954229437542108,-0.9425453221572171,a192
0.4875101864204531,-0.8599542828412354,-1.1116379538022536,a193
-0.21650711257302893,-0.6368380377774,-0.4259595759388931,a194
-1.5971027021101667,-1.356881991680458,-0.12629847490434065,a195
-1.1994250180017296,-1.139494019917363,-0.20360535083991507,a196
-0.18794047363896305,-0.6471489297187325,-0.4549173354866673,a197
-0.9212761652226703,-1.5215698490767424,-0.7398410053228002,a198
-0.2634917160830051,-0.18716858366928538,0.01228508864572097,a199
0.9378106264600649,0.04769062166106759,-0.6020330960463404,a2
0.6487613456666917,0.539749298194661,0.040984296768960454,a20
-1.5831952594712144,-2.2015158898746177,-0.8983330285619547,a200
-0.42925339726620076,-1.6252515958201417,-1.1718804357186048,a201
-0.44992662281059004,-1.628688559800586,-1.1607627244636562,a202
-1.2697139848526533,-0.780331283960945,0.16896725191314,a203
-1.0614782220964394,-2.202947958199802,-1.2584951629373926,a204
0.06201761703410949,-1.5335992230082962,-1.427070691733362,a205
